rated_ofcr,rater,snr_rater,rtr_rater_box,snr_rater_box,oer_id,eval_strt_dt,eval_thru_dt
237,RTR_05_28_4,SNR_05_28,40,50,4969,2015-09-30,2016-10-01
284,RTR_05_28_4,SNR_05_28,40,60,4967,2015-09-30,2016-10-01
547,RTR_05_28_4,SNR_05_28,40,70,4972,2015-09-30,2016-10-01
846,RTR_05_28_4,SNR_05_28,40,30,4970,2015-09-30,2016-10-01
283,RTR_05_28_5,SNR_05_28,40,50,4979,2015-09-30,2016-10-01
455,RTR_05_28_5,SNR_05_28,30,40,4977,2015-09-30,2016-10-01
511,RTR_05_28_5,SNR_05_28,30,70,4976,2015-09-30,2016-10-01
544,RTR_05_28_5,SNR_05_28,60,70,4974,2015-09-30,2016-10-01
558,RTR_05_28_5,SNR_05_28,60,30,4975,2015-09-30,2016-10-01
916,RTR_05_28_5,SNR_05_28,40,60,4980,2015-09-30,2016-10-01
977,RTR_05_28_5,SNR_05_28,60,40,4978,2015-09-30,2016-10-01
272,RTR_05_29_1,SNR_05_29,30,30,4983,2015-09-30,2016-10-01
445,RTR_05_29_1,SNR_05_29,30,50,4981,2015-09-30,2016-10-01
569,RTR_05_29_1,SNR_05_29,30,60,4982,2015-09-30,2016-10-01
739,RTR_05_29_1,SNR_05_29,70,40,4984,2015-09-30,2016-10-01
173,RTR_05_29_2,SNR_05_29,70,40,4987,2015-09-30,2016-10-01
342,RTR_05_29_2,SNR_05_29,40,40,4986,2015-09-30,2016-10-01
371,RTR_05_29_2,SNR_05_29,60,40,4985,2015-09-30,2016-10-01
556,RTR_05_29_2,SNR_05_29,40,50,4988,2015-09-30,2016-10-01
32,RTR_05_29_3,SNR_05_29,50,40,4991,2015-09-30,2016-10-01
124,RTR_05_29_3,SNR_05_29,70,50,4992,2015-09-30,2016-10-01
200,RTR_05_29_3,SNR_05_29,40,60,4989,2015-09-30,2016-10-01
674,RTR_05_29_3,SNR_05_29,70,50,4990,2015-09-30,2016-10-01
150,RTR_05_29_4,SNR_05_29,70,50,4996,2015-09-30,2016-10-01
213,RTR_05_29_4,SNR_05_29,40,60,4995,2015-09-30,2016-10-01
588,RTR_05_29_4,SNR_05_29,70,50,4994,2015-09-30,2016-10-01
624,RTR_05_29_4,SNR_05_29,30,70,4993,2015-09-30,2016-10-01
473,RTR_05_29_5,SNR_05_29,40,70,5000,2015-09-30,2016-10-01
514,RTR_05_29_5,SNR_05_29,60,30,4999,2015-09-30,2016-10-01
627,RTR_05_29_5,SNR_05_29,40,40,4997,2015-09-30,2016-10-01
634,RTR_05_29_5,SNR_05_29,40,30,4998,2015-09-30,2016-10-01
89,RTR_06_01_1,SNR_06_01,70,40,5005,2016-09-30,2017-10-01
115,RTR_06_01_1,SNR_06_01,30,60,5001,2016-09-30,2017-10-01
355,RTR_06_01_1,SNR_06_01,50,70,5006,2016-09-30,2017-10-01
563,RTR_06_01_1,SNR_06_01,70,40,5003,2016-09-30,2017-10-01
652,RTR_06_01_1,SNR_06_01,30,50,5007,2016-09-30,2017-10-01
679,RTR_06_01_1,SNR_06_01,70,60,5004,2016-09-30,2017-10-01
830,RTR_06_01_1,SNR_06_01,60,50,5002,2016-09-30,2017-10-01
184,RTR_06_01_2,SNR_06_01,70,50,5010,2016-09-30,2017-10-01
396,RTR_06_01_2,SNR_06_01,60,50,5014,2016-09-30,2017-10-01
581,RTR_06_01_2,SNR_06_01,60,60,5008,2016-09-30,2017-10-01
614,RTR_06_01_2,SNR_06_01,40,50,5013,2016-09-30,2017-10-01
681,RTR_06_01_2,SNR_06_01,60,70,5011,2016-09-30,2017-10-01
707,RTR_06_01_2,SNR_06_01,60,30,5012,2016-09-30,2017-10-01
801,RTR_06_01_2,SNR_06_01,70,60,5009,2016-09-30,2017-10-01
97,RTR_06_01_3,SNR_06_01,30,50,5020,2016-09-30,2017-10-01
153,RTR_06_01_3,SNR_06_01,50,50,5018,2016-09-30,2017-10-01
350,RTR_06_01_3,SNR_06_01,50,40,5017,2016-09-30,2017-10-01
465,RTR_06_01_3,SNR_06_01,60,70,5015,2016-09-30,2017-10-01
882,RTR_06_01_3,SNR_06_01,70,50,5019,2016-09-30,2017-10-01
928,RTR_06_01_3,SNR_06_01,40,60,5016,2016-09-30,2017-10-01
982,RTR_06_01_3,SNR_06_01,70,50,5021,2016-09-30,2017-10-01
333,RTR_06_01_4,SNR_06_01,30,40,5023,2016-09-30,2017-10-01
345,RTR_06_01_4,SNR_06_01,60,30,5028,2016-09-30,2017-10-01
404,RTR_06_01_4,SNR_06_01,60,60,5026,2016-09-30,2017-10-01
417,RTR_06_01_4,SNR_06_01,40,70,5022,2016-09-30,2017-10-01
617,RTR_06_01_4,SNR_06_01,50,60,5024,2016-09-30,2017-10-01
634,RTR_06_01_4,SNR_06_01,70,30,5025,2016-09-30,2017-10-01
905,RTR_06_01_4,SNR_06_01,70,70,5027,2016-09-30,2017-10-01
48,RTR_06_01_5,SNR_06_01,60,70,5032,2016-09-30,2017-10-01
103,RTR_06_01_5,SNR_06_01,30,60,5033,2016-09-30,2017-10-01
338,RTR_06_01_5,SNR_06_01,70,70,5031,2016-09-30,2017-10-01
343,RTR_06_01_5,SNR_06_01,50,50,5030,2016-09-30,2017-10-01
364,RTR_06_01_5,SNR_06_01,40,70,5029,2016-09-30,2017-10-01
519,RTR_06_01_5,SNR_06_01,70,30,5034,2016-09-30,2017-10-01
956,RTR_06_01_5,SNR_06_01,40,60,5035,2016-09-30,2017-10-01
164,RTR_06_02_1,SNR_06_02,70,50,5042,2016-09-30,2017-10-01
186,RTR_06_02_1,SNR_06_02,30,50,5040,2016-09-30,2017-10-01
226,RTR_06_02_1,SNR_06_02,50,30,5036,2016-09-30,2017-10-01
280,RTR_06_02_1,SNR_06_02,40,70,5041,2016-09-30,2017-10-01
292,RTR_06_02_1,SNR_06_02,40,70,5038,2016-09-30,2017-10-01
451,RTR_06_02_1,SNR_06_02,60,60,5039,2016-09-30,2017-10-01
726,RTR_06_02_1,SNR_06_02,40,40,5037,2016-09-30,2017-10-01
13,RTR_06_02_2,SNR_06_02,70,30,5043,2016-09-30,2017-10-01
699,RTR_06_02_2,SNR_06_02,50,70,5048,2016-09-30,2017-10-01
784,RTR_06_02_2,SNR_06_02,40,60,5046,2016-09-30,2017-10-01
791,RTR_06_02_2,SNR_06_02,40,70,5045,2016-09-30,2017-10-01
889,RTR_06_02_2,SNR_06_02,50,60,5049,2016-09-30,2017-10-01
962,RTR_06_02_2,SNR_06_02,40,60,5044,2016-09-30,2017-10-01
976,RTR_06_02_2,SNR_06_02,40,30,5047,2016-09-30,2017-10-01
113,RTR_06_02_3,SNR_06_02,60,50,5053,2016-09-30,2017-10-01
127,RTR_06_02_3,SNR_06_02,50,60,5055,2016-09-30,2017-10-01
281,RTR_06_02_3,SNR_06_02,50,30,5054,2016-09-30,2017-10-01
635,RTR_06_02_3,SNR_06_02,30,70,5051,2016-09-30,2017-10-01
828,RTR_06_02_3,SNR_06_02,40,40,5052,2016-09-30,2017-10-01
885,RTR_06_02_3,SNR_06_02,30,30,5050,2016-09-30,2017-10-01
995,RTR_06_02_3,SNR_06_02,40,60,5056,2016-09-30,2017-10-01
45,RTR_06_02_4,SNR_06_02,30,60,5062,2016-09-30,2017-10-01
304,RTR_06_02_4,SNR_06_02,70,30,5058,2016-09-30,2017-10-01
311,RTR_06_02_4,SNR_06_02,60,70,5063,2016-09-30,2017-10-01
347,RTR_06_02_4,SNR_06_02,60,40,5061,2016-09-30,2017-10-01
734,RTR_06_02_4,SNR_06_02,30,70,5057,2016-09-30,2017-10-01
786,RTR_06_02_4,SNR_06_02,70,50,5060,2016-09-30,2017-10-01
798,RTR_06_02_4,SNR_06_02,50,50,5059,2016-09-30,2017-10-01
36,RTR_06_02_5,SNR_06_02,50,50,5070,2016-09-30,2017-10-01
492,RTR_06_02_5,SNR_06_02,50,70,5065,2016-09-30,2017-10-01
560,RTR_06_02_5,SNR_06_02,70,70,5066,2016-09-30,2017-10-01
649,RTR_06_02_5,SNR_06_02,70,50,5067,2016-09-30,2017-10-01
669,RTR_06_02_5,SNR_06_02,70,60,5064,2016-09-30,2017-10-01
824,RTR_06_02_5,SNR_06_02,30,60,5069,2016-09-30,2017-10-01
934,RTR_06_02_5,SNR_06_02,60,60,5068,2016-09-30,2017-10-01
351,RTR_06_03_1,SNR_06_03,40,70,5075,2016-09-30,2017-10-01
402,RTR_06_03_1,SNR_06_03,30,60,5071,2016-09-30,2017-10-01
427,RTR_06_03_1,SNR_06_03,60,50,5072,2016-09-30,2017-10-01
517,RTR_06_03_1,SNR_06_03,30,40,5074,2016-09-30,2017-10-01
520,RTR_06_03_1,SNR_06_03,50,50,5076,2016-09-30,2017-10-01
597,RTR_06_03_1,SNR_06_03,70,50,5077,2016-09-30,2017-10-01
660,RTR_06_03_1,SNR_06_03,30,50,5073,2016-09-30,2017-10-01
228,RTR_06_03_2,SNR_06_03,50,40,5083,2016-09-30,2017-10-01
233,RTR_06_03_2,SNR_06_03,50,70,5080,2016-09-30,2017-10-01
342,RTR_06_03_2,SNR_06_03,70,50,5084,2016-09-30,2017-10-01
513,RTR_06_03_2,SNR_06_03,70,30,5078,2016-09-30,2017-10-01
815,RTR_06_03_2,SNR_06_03,40,30,5079,2016-09-30,2017-10-01
863,RTR_06_03_2,SNR_06_03,60,60,5081,2016-09-30,2017-10-01
921,RTR_06_03_2,SNR_06_03,40,70,5082,2016-09-30,2017-10-01
57,RTR_06_03_3,SNR_06_03,30,60,5088,2016-09-30,2017-10-01
117,RTR_06_03_3,SNR_06_03,60,70,5091,2016-09-30,2017-10-01
363,RTR_06_03_3,SNR_06_03,40,30,5085,2016-09-30,2017-10-01
373,RTR_06_03_3,SNR_06_03,30,70,5086,2016-09-30,2017-10-01
419,RTR_06_03_3,SNR_06_03,60,60,5089,2016-09-30,2017-10-01
678,RTR_06_03_3,SNR_06_03,50,70,5087,2016-09-30,2017-10-01
694,RTR_06_03_3,SNR_06_03,50,50,5090,2016-09-30,2017-10-01
128,RTR_06_03_4,SNR_06_03,60,40,5093,2016-09-30,2017-10-01
217,RTR_06_03_4,SNR_06_03,30,50,5098,2016-09-30,2017-10-01
359,RTR_06_03_4,SNR_06_03,30,40,5095,2016-09-30,2017-10-01
413,RTR_06_03_4,SNR_06_03,40,50,5092,2016-09-30,2017-10-01
425,RTR_06_03_4,SNR_06_03,60,30,5096,2016-09-30,2017-10-01
642,RTR_06_03_4,SNR_06_03,30,70,5094,2016-09-30,2017-10-01
974,RTR_06_03_4,SNR_06_03,30,30,5097,2016-09-30,2017-10-01
79,RTR_06_03_5,SNR_06_03,50,60,5100,2016-09-30,2017-10-01
133,RTR_06_03_5,SNR_06_03,70,30,5105,2016-09-30,2017-10-01
301,RTR_06_03_5,SNR_06_03,70,70,5104,2016-09-30,2017-10-01
344,RTR_06_03_5,SNR_06_03,70,40,5099,2016-09-30,2017-10-01
831,RTR_06_03_5,SNR_06_03,40,50,5101,2016-09-30,2017-10-01
952,RTR_06_03_5,SNR_06_03,40,30,5103,2016-09-30,2017-10-01
999,RTR_06_03_5,SNR_06_03,40,40,5102,2016-09-30,2017-10-01
171,RTR_06_04_1,SNR_06_04,50,30,5110,2016-09-30,2017-10-01
212,RTR_06_04_1,SNR_06_04,30,70,5111,2016-09-30,2017-10-01
319,RTR_06_04_1,SNR_06_04,70,30,5109,2016-09-30,2017-10-01
332,RTR_06_04_1,SNR_06_04,60,30,5108,2016-09-30,2017-10-01
390,RTR_06_04_1,SNR_06_04,50,40,5112,2016-09-30,2017-10-01
670,RTR_06_04_1,SNR_06_04,60,50,5106,2016-09-30,2017-10-01
754,RTR_06_04_1,SNR_06_04,30,70,5107,2016-09-30,2017-10-01
207,RTR_06_04_2,SNR_06_04,70,60,5115,2016-09-30,2017-10-01
375,RTR_06_04_2,SNR_06_04,50,40,5118,2016-09-30,2017-10-01
490,RTR_06_04_2,SNR_06_04,40,70,5116,2016-09-30,2017-10-01
696,RTR_06_04_2,SNR_06_04,60,70,5119,2016-09-30,2017-10-01
779,RTR_06_04_2,SNR_06_04,60,70,5113,2016-09-30,2017-10-01
810,RTR_06_04_2,SNR_06_04,30,30,5117,2016-09-30,2017-10-01
949,RTR_06_04_2,SNR_06_04,70,70,5114,2016-09-30,2017-10-01
18,RTR_06_04_3,SNR_06_04,50,40,5124,2016-09-30,2017-10-01
432,RTR_06_04_3,SNR_06_04,30,30,5122,2016-09-30,2017-10-01
757,RTR_06_04_3,SNR_06_04,30,60,5125,2016-09-30,2017-10-01
818,RTR_06_04_3,SNR_06_04,50,50,5126,2016-09-30,2017-10-01
884,RTR_06_04_3,SNR_06_04,60,50,5123,2016-09-30,2017-10-01
927,RTR_06_04_3,SNR_06_04,50,50,5120,2016-09-30,2017-10-01
959,RTR_06_04_3,SNR_06_04,50,60,5121,2016-09-30,2017-10-01
32,RTR_06_04_4,SNR_06_04,30,30,5129,2016-09-30,2017-10-01
51,RTR_06_04_4,SNR_06_04,60,70,5132,2016-09-30,2017-10-01
296,RTR_06_04_4,SNR_06_04,70,60,5127,2016-09-30,2017-10-01
308,RTR_06_04_4,SNR_06_04,40,60,5128,2016-09-30,2017-10-01
543,RTR_06_04_4,SNR_06_04,40,70,5131,2016-09-30,2017-10-01
836,RTR_06_04_4,SNR_06_04,70,40,5133,2016-09-30,2017-10-01
864,RTR_06_04_4,SNR_06_04,60,30,5130,2016-09-30,2017-10-01
5,RTR_06_04_5,SNR_06_04,60,50,5139,2016-09-30,2017-10-01
67,RTR_06_04_5,SNR_06_04,60,40,5135,2016-09-30,2017-10-01
129,RTR_06_04_5,SNR_06_04,50,70,5138,2016-09-30,2017-10-01
213,RTR_06_04_5,SNR_06_04,40,70,5140,2016-09-30,2017-10-01
518,RTR_06_04_5,SNR_06_04,60,40,5134,2016-09-30,2017-10-01
865,RTR_06_04_5,SNR_06_04,60,30,5137,2016-09-30,2017-10-01
937,RTR_06_04_5,SNR_06_04,30,30,5136,2016-09-30,2017-10-01
93,RTR_06_05_1,SNR_06_05,30,40,5144,2016-09-30,2017-10-01
105,RTR_06_05_1,SNR_06_05,50,50,5141,2016-09-30,2017-10-01
321,RTR_06_05_1,SNR_06_05,70,30,5147,2016-09-30,2017-10-01
399,RTR_06_05_1,SNR_06_05,60,40,5145,2016-09-30,2017-10-01
558,RTR_06_05_1,SNR_06_05,70,40,5142,2016-09-30,2017-10-01
675,RTR_06_05_1,SNR_06_05,60,70,5146,2016-09-30,2017-10-01
980,RTR_06_05_1,SNR_06_05,50,30,5143,2016-09-30,2017-10-01
50,RTR_06_05_2,SNR_06_05,40,60,5153,2016-09-30,2017-10-01
177,RTR_06_05_2,SNR_06_05,60,60,5154,2016-09-30,2017-10-01
459,RTR_06_05_2,SNR_06_05,30,60,5152,2016-09-30,2017-10-01
475,RTR_06_05_2,SNR_06_05,60,40,5149,2016-09-30,2017-10-01
745,RTR_06_05_2,SNR_06_05,60,30,5148,2016-09-30,2017-10-01
953,RTR_06_05_2,SNR_06_05,60,40,5150,2016-09-30,2017-10-01
985,RTR_06_05_2,SNR_06_05,60,30,5151,2016-09-30,2017-10-01
577,RTR_06_05_3,SNR_06_05,40,50,5159,2016-09-30,2017-10-01
691,RTR_06_05_3,SNR_06_05,40,60,5160,2016-09-30,2017-10-01
829,RTR_06_05_3,SNR_06_05,50,60,5157,2016-09-30,2017-10-01
875,RTR_06_05_3,SNR_06_05,60,60,5161,2016-09-30,2017-10-01
894,RTR_06_05_3,SNR_06_05,40,40,5158,2016-09-30,2017-10-01
938,RTR_06_05_3,SNR_06_05,60,60,5155,2016-09-30,2017-10-01
981,RTR_06_05_3,SNR_06_05,70,30,5156,2016-09-30,2017-10-01
239,RTR_06_05_4,SNR_06_05,30,30,5166,2016-09-30,2017-10-01
303,RTR_06_05_4,SNR_06_05,60,30,5163,2016-09-30,2017-10-01
305,RTR_06_05_4,SNR_06_05,60,50,5168,2016-09-30,2017-10-01
407,RTR_06_05_4,SNR_06_05,70,40,5165,2016-09-30,2017-10-01
527,RTR_06_05_4,SNR_06_05,30,50,5167,2016-09-30,2017-10-01
595,RTR_06_05_4,SNR_06_05,40,40,5164,2016-09-30,2017-10-01
890,RTR_06_05_4,SNR_06_05,40,60,5162,2016-09-30,2017-10-01
83,RTR_06_05_5,SNR_06_05,70,30,5169,2016-09-30,2017-10-01
325,RTR_06_05_5,SNR_06_05,60,70,5171,2016-09-30,2017-10-01
656,RTR_06_05_5,SNR_06_05,70,40,5174,2016-09-30,2017-10-01
697,RTR_06_05_5,SNR_06_05,60,30,5173,2016-09-30,2017-10-01
769,RTR_06_05_5,SNR_06_05,30,60,5175,2016-09-30,2017-10-01
781,RTR_06_05_5,SNR_06_05,40,50,5172,2016-09-30,2017-10-01
809,RTR_06_05_5,SNR_06_05,50,60,5170,2016-09-30,2017-10-01
287,RTR_06_06_1,SNR_06_06,40,50,5179,2016-09-30,2017-10-01
314,RTR_06_06_1,SNR_06_06,70,50,5181,2016-09-30,2017-10-01
315,RTR_06_06_1,SNR_06_06,70,30,5180,2016-09-30,2017-10-01
339,RTR_06_06_1,SNR_06_06,70,60,5182,2016-09-30,2017-10-01
470,RTR_06_06_1,SNR_06_06,60,70,5176,2016-09-30,2017-10-01
632,RTR_06_06_1,SNR_06_06,60,70,5178,2016-09-30,2017-10-01
662,RTR_06_06_1,SNR_06_06,70,40,5177,2016-09-30,2017-10-01
668,RTR_06_06_2,SNR_06_06,70,60,5186,2016-09-30,2017-10-01
803,RTR_06_06_2,SNR_06_06,60,60,5183,2016-09-30,2017-10-01
832,RTR_06_06_2,SNR_06_06,60,50,5187,2016-09-30,2017-10-01
841,RTR_06_06_2,SNR_06_06,30,30,5189,2016-09-30,2017-10-01
941,RTR_06_06_2,SNR_06_06,60,60,5188,2016-09-30,2017-10-01
947,RTR_06_06_2,SNR_06_06,70,70,5185,2016-09-30,2017-10-01
987,RTR_06_06_2,SNR_06_06,30,60,5184,2016-09-30,2017-10-01
58,RTR_06_06_3,SNR_06_06,60,70,5193,2016-09-30,2017-10-01
288,RTR_06_06_3,SNR_06_06,70,40,5194,2016-09-30,2017-10-01
352,RTR_06_06_3,SNR_06_06,30,40,5195,2016-09-30,2017-10-01
472,RTR_06_06_3,SNR_06_06,70,70,5192,2016-09-30,2017-10-01
680,RTR_06_06_3,SNR_06_06,40,30,5191,2016-09-30,2017-10-01
825,RTR_06_06_3,SNR_06_06,60,40,5190,2016-09-30,2017-10-01
897,RTR_06_06_3,SNR_06_06,30,50,5196,2016-09-30,2017-10-01
238,RTR_06_06_4,SNR_06_06,70,70,5199,2016-09-30,2017-10-01
370,RTR_06_06_4,SNR_06_06,40,70,5197,2016-09-30,2017-10-01
498,RTR_06_06_4,SNR_06_06,70,60,5201,2016-09-30,2017-10-01
569,RTR_06_06_4,SNR_06_06,50,50,5203,2016-09-30,2017-10-01
630,RTR_06_06_4,SNR_06_06,60,60,5200,2016-09-30,2017-10-01
860,RTR_06_06_4,SNR_06_06,70,30,5202,2016-09-30,2017-10-01
961,RTR_06_06_4,SNR_06_06,60,40,5198,2016-09-30,2017-10-01
14,RTR_06_06_5,SNR_06_06,40,50,5210,2016-09-30,2017-10-01
155,RTR_06_06_5,SNR_06_06,30,30,5204,2016-09-30,2017-10-01
205,RTR_06_06_5,SNR_06_06,30,50,5206,2016-09-30,2017-10-01
360,RTR_06_06_5,SNR_06_06,60,30,5208,2016-09-30,2017-10-01
566,RTR_06_06_5,SNR_06_06,70,60,5207,2016-09-30,2017-10-01
785,RTR_06_06_5,SNR_06_06,30,40,5205,2016-09-30,2017-10-01
918,RTR_06_06_5,SNR_06_06,70,30,5209,2016-09-30,2017-10-01
114,RTR_06_07_1,SNR_06_07,50,60,5213,2016-09-30,2017-10-01
249,RTR_06_07_1,SNR_06_07,60,60,5212,2016-09-30,2017-10-01
620,RTR_06_07_1,SNR_06_07,40,40,5216,2016-09-30,2017-10-01
733,RTR_06_07_1,SNR_06_07,70,70,5211,2016-09-30,2017-10-01
767,RTR_06_07_1,SNR_06_07,30,40,5214,2016-09-30,2017-10-01
819,RTR_06_07_1,SNR_06_07,40,50,5217,2016-09-30,2017-10-01
936,RTR_06_07_1,SNR_06_07,70,70,5215,2016-09-30,2017-10-01
24,RTR_06_07_2,SNR_06_07,30,30,5219,2016-09-30,2017-10-01
211,RTR_06_07_2,SNR_06_07,60,60,5222,2016-09-30,2017-10-01
297,RTR_06_07_2,SNR_06_07,40,60,5224,2016-09-30,2017-10-01
456,RTR_06_07_2,SNR_06_07,40,50,5221,2016-09-30,2017-10-01
598,RTR_06_07_2,SNR_06_07,40,60,5223,2016-09-30,2017-10-01
616,RTR_06_07_2,SNR_06_07,40,60,5220,2016-09-30,2017-10-01
814,RTR_06_07_2,SNR_06_07,40,60,5218,2016-09-30,2017-10-01
204,RTR_06_07_3,SNR_06_07,40,50,5229,2016-09-30,2017-10-01
410,RTR_06_07_3,SNR_06_07,70,30,5227,2016-09-30,2017-10-01
663,RTR_06_07_3,SNR_06_07,70,60,5226,2016-09-30,2017-10-01
822,RTR_06_07_3,SNR_06_07,50,70,5225,2016-09-30,2017-10-01
904,RTR_06_07_3,SNR_06_07,60,60,5230,2016-09-30,2017-10-01
954,RTR_06_07_3,SNR_06_07,70,50,5231,2016-09-30,2017-10-01
996,RTR_06_07_3,SNR_06_07,60,30,5228,2016-09-30,2017-10-01
318,RTR_06_07_4,SNR_06_07,50,60,5234,2016-09-30,2017-10-01
349,RTR_06_07_4,SNR_06_07,40,40,5236,2016-09-30,2017-10-01
525,RTR_06_07_4,SNR_06_07,40,70,5237,2016-09-30,2017-10-01
526,RTR_06_07_4,SNR_06_07,70,40,5233,2016-09-30,2017-10-01
591,RTR_06_07_4,SNR_06_07,70,30,5235,2016-09-30,2017-10-01
872,RTR_06_07_4,SNR_06_07,70,70,5232,2016-09-30,2017-10-01
922,RTR_06_07_4,SNR_06_07,30,40,5238,2016-09-30,2017-10-01
111,RTR_06_07_5,SNR_06_07,50,70,5241,2016-09-30,2017-10-01
116,RTR_06_07_5,SNR_06_07,50,60,5244,2016-09-30,2017-10-01
210,RTR_06_07_5,SNR_06_07,60,50,5239,2016-09-30,2017-10-01
471,RTR_06_07_5,SNR_06_07,50,40,5245,2016-09-30,2017-10-01
683,RTR_06_07_5,SNR_06_07,30,60,5243,2016-09-30,2017-10-01
848,RTR_06_07_5,SNR_06_07,30,60,5240,2016-09-30,2017-10-01
917,RTR_06_07_5,SNR_06_07,60,70,5242,2016-09-30,2017-10-01
41,RTR_06_08_1,SNR_06_08,70,60,5250,2016-09-30,2017-10-01
167,RTR_06_08_1,SNR_06_08,70,30,5247,2016-09-30,2017-10-01
202,RTR_06_08_1,SNR_06_08,50,40,5249,2016-09-30,2017-10-01
462,RTR_06_08_1,SNR_06_08,30,70,5246,2016-09-30,2017-10-01
535,RTR_06_08_1,SNR_06_08,60,30,5252,2016-09-30,2017-10-01
573,RTR_06_08_1,SNR_06_08,60,60,5248,2016-09-30,2017-10-01
914,RTR_06_08_1,SNR_06_08,60,60,5251,2016-09-30,2017-10-01
82,RTR_06_08_2,SNR_06_08,70,70,5254,2016-09-30,2017-10-01
241,RTR_06_08_2,SNR_06_08,60,50,5255,2016-09-30,2017-10-01
628,RTR_06_08_2,SNR_06_08,40,40,5259,2016-09-30,2017-10-01
703,RTR_06_08_2,SNR_06_08,60,30,5257,2016-09-30,2017-10-01
731,RTR_06_08_2,SNR_06_08,30,70,5258,2016-09-30,2017-10-01
751,RTR_06_08_2,SNR_06_08,30,50,5256,2016-09-30,2017-10-01
948,RTR_06_08_2,SNR_06_08,70,40,5253,2016-09-30,2017-10-01
161,RTR_06_08_3,SNR_06_08,50,60,5261,2016-09-30,2017-10-01
173,RTR_06_08_3,SNR_06_08,70,30,5264,2016-09-30,2017-10-01
253,RTR_06_08_3,SNR_06_08,40,60,5260,2016-09-30,2017-10-01
631,RTR_06_08_3,SNR_06_08,40,50,5265,2016-09-30,2017-10-01
739,RTR_06_08_3,SNR_06_08,30,50,5266,2016-09-30,2017-10-01
777,RTR_06_08_3,SNR_06_08,50,30,5263,2016-09-30,2017-10-01
900,RTR_06_08_3,SNR_06_08,50,30,5262,2016-09-30,2017-10-01
258,RTR_06_08_4,SNR_06_08,60,40,5272,2016-09-30,2017-10-01
316,RTR_06_08_4,SNR_06_08,60,30,5269,2016-09-30,2017-10-01
326,RTR_06_08_4,SNR_06_08,70,40,5273,2016-09-30,2017-10-01
331,RTR_06_08_4,SNR_06_08,30,50,5268,2016-09-30,2017-10-01
477,RTR_06_08_4,SNR_06_08,50,70,5267,2016-09-30,2017-10-01
706,RTR_06_08_4,SNR_06_08,60,70,5271,2016-09-30,2017-10-01
805,RTR_06_08_4,SNR_06_08,60,70,5270,2016-09-30,2017-10-01
203,RTR_06_08_5,SNR_06_08,70,50,5279,2016-09-30,2017-10-01
317,RTR_06_08_5,SNR_06_08,30,60,5276,2016-09-30,2017-10-01
395,RTR_06_08_5,SNR_06_08,50,70,5280,2016-09-30,2017-10-01
482,RTR_06_08_5,SNR_06_08,60,30,5278,2016-09-30,2017-10-01
589,RTR_06_08_5,SNR_06_08,70,70,5275,2016-09-30,2017-10-01
723,RTR_06_08_5,SNR_06_08,40,60,5277,2016-09-30,2017-10-01
847,RTR_06_08_5,SNR_06_08,50,60,5274,2016-09-30,2017-10-01
6,RTR_06_09_1,SNR_06_09,60,30,5285,2016-09-30,2017-10-01
366,RTR_06_09_1,SNR_06_09,60,50,5281,2016-09-30,2017-10-01
454,RTR_06_09_1,SNR_06_09,30,30,5282,2016-09-30,2017-10-01
586,RTR_06_09_1,SNR_06_09,30,40,5283,2016-09-30,2017-10-01
770,RTR_06_09_1,SNR_06_09,60,70,5286,2016-09-30,2017-10-01
858,RTR_06_09_1,SNR_06_09,30,60,5287,2016-09-30,2017-10-01
992,RTR_06_09_1,SNR_06_09,40,50,5284,2016-09-30,2017-10-01
357,RTR_06_09_2,SNR_06_09,60,30,5289,2016-09-30,2017-10-01
387,RTR_06_09_2,SNR_06_09,40,60,5291,2016-09-30,2017-10-01
497,RTR_06_09_2,SNR_06_09,30,70,5294,2016-09-30,2017-10-01
501,RTR_06_09_2,SNR_06_09,60,30,5292,2016-09-30,2017-10-01
534,RTR_06_09_2,SNR_06_09,30,50,5288,2016-09-30,2017-10-01
891,RTR_06_09_2,SNR_06_09,60,50,5293,2016-09-30,2017-10-01
960,RTR_06_09_2,SNR_06_09,40,70,5290,2016-09-30,2017-10-01
78,RTR_06_09_3,SNR_06_09,60,60,5300,2016-09-30,2017-10-01
88,RTR_06_09_3,SNR_06_09,60,60,5297,2016-09-30,2017-10-01
298,RTR_06_09_3,SNR_06_09,40,60,5298,2016-09-30,2017-10-01
541,RTR_06_09_3,SNR_06_09,40,30,5296,2016-09-30,2017-10-01
624,RTR_06_09_3,SNR_06_09,50,60,5295,2016-09-30,2017-10-01
725,RTR_06_09_3,SNR_06_09,50,40,5299,2016-09-30,2017-10-01
740,RTR_06_09_3,SNR_06_09,50,60,5301,2016-09-30,2017-10-01
69,RTR_06_09_4,SNR_06_09,50,70,5304,2016-09-30,2017-10-01
235,RTR_06_09_4,SNR_06_09,50,70,5302,2016-09-30,2017-10-01
329,RTR_06_09_4,SNR_06_09,70,40,5303,2016-09-30,2017-10-01
607,RTR_06_09_4,SNR_06_09,70,40,5308,2016-09-30,2017-10-01
608,RTR_06_09_4,SNR_06_09,40,40,5306,2016-09-30,2017-10-01
695,RTR_06_09_4,SNR_06_09,70,70,5307,2016-09-30,2017-10-01
855,RTR_06_09_4,SNR_06_09,70,30,5305,2016-09-30,2017-10-01
25,RTR_06_09_5,SNR_06_09,70,30,5309,2016-09-30,2017-10-01
